Date,Customer_ID,Campaign,Network,Match_Type,Keyword,Impressions,Clicks,Cost_GBP,CTR,Avg_CPC,Conversions,Conv_Value_GBP,Conv_Rate_Pct,Quality_Score,Impression_Share_Pct,Device,Currency_Code 
09-07-2024,224-577-6385,,Display,Phrase,,23966,1809,,7.55,0.28,13,441.02,0.72,10,92.9,mobile,
2024-05-09,648-878-8394,,Shopping,Phrase,skincare routine,16809,139,110.49,0.83,0.79,,701.7,7.91,N/A,15.5,Tablet,GBP
28-May-2024,456-671-4110,NULL,,,buy serum online,17892,357,356.85,2.0,1.0,-15,1229.99,4.2,N/A,43.4,mobile,GBP
08-08-2024,956-310-7339,Brand_KW_Exact,SHOPPING,Exact,spf drops,28165,389,,1.38,,10,857.1,2.57,,28.5,Tablet,GBP
2024-07-15,660-876-2219,Brand_KW_Exact ,Search,BMM,retinol cream,15128,377,82.1,2.49,0.22,5,368.61,1.33,2,21.4,Desktop,GBP
28/11/2024,544-720-5999,Generic_Skincare_Broad,Search,BROAD,,12822,141,541.71,1.1,3.84,2,69.06,1.42,7,,,GBP
,939-746-6819,,search,BMM,skincare routine,26146,79,241.15,0.3,3.05$,1,56.82,1.27,8,87.1,Desktop,gbp
2024-02-02,281-277-8685,RLSA_CartAbandoners,Shopping,Phrase,retinol cream,2083,111,217.26,5.33,1.96,6,367.14,5.41,9,12.6,Mobile,
2024-07-11,685-638-9883,Brand_KW_Exact ,,Broad,buy serum online,27377,1863,,,0.03,,1988.87,,N/A,18.9,DESKTOP,GBP
03/01/2024,165-456-5640,Generic_Skincare_Broad,SHOPPING,Broad,buy serum online,15590,115,5.84,0.74,,3,75.22,,7,40.4,DESKTOP,
21/02/2024,238-759-7055,RLSA_CartAbandoners,search,BROAD,spf drops,30848,2353,462.54,7.63,0.2,104,8437.85,4.42,,36.6,,GBP 
22-Sep-2024,754-175-3289,,Display,Phrase,hyaluronic acid,28282,28,592.25,,21.15,2,,7.14,4,57.1,Tablet,GBP
26-Jul-2024,,DSA_AllProducts,search,,,19176,592,23.19,3.09,,35,1340.92,5.91$,4,,Tablet,gbp
2024-05-09,885-510-2023,Competitor_KW_BMM,Display,BROAD,buy serum online,13724,273,585.42,1.99,2.14,19,1030.28,6.96,N/A,15.0,Desktop,gbp
04-19-2024,713-318-4583,Generic_Skincare_Broad,,BROAD,glow cream,14528,573,109.75,3.94,0.19,6,217.96,1.05,N/A,27.7,Tablet,GBP 
2024-06-14,964-183-7016,Generic_Skincare_Broad,Display,exact,retinol cream,25907,655,536.95,2.53,0.82,46,2806.62,7.02,7,39.5,Desktop,gbp
01-Feb-2024,112-231-7491,RLSA_CartAbandoners,,BROAD,best serum uk,18378,313,391.51,1.7,1.25,26,1832.54,8.31,4,,,
2024/09/17,710-708-9435,DSA_AllProducts,SHOPPING,exact,glow cream,37483,2163,257.39,5.77,0.12,78,6488.33,3.61,3,44.0,Mobile,
03-Nov-2024,229-378-4997,Shopping_Moisturisers,Search,exact,,18192,554,120.18,,0.22,45,972.49,8.12,10,11.5,DESKTOP,GBP 
14-Dec-2024,921-990-7384,DSA_AllProducts,,,buy serum online,4182,191,557.83,4.57,2.92,,763.68,9.95,1,55.6,DESKTOP,gbp
2024-08-20,572-956-4957,Generic_Skincare_Broad,Shopping,BMM,skincare routine,,1346,311.74,6.18,0.23,7,376.03,0.52,N/A,,Mobile,gbp
12-08-2024,245-539-2415,Shopping_Moisturisers,search,,face serum,17896,290,254.59,1.62,0.88,1,69.5,0.34,10,38.7,Tablet,gbp
2024-04-11,124-226-4333,Generic_Skincare_Broad,SHOPPING,BMM,,37448,401,231.22,1.07,0.58$,32,1367.61,7.98,4,36.9,Mobile,GBP
2024/11/23,874-755-4127,NULL,Search,Exact,retinol cream,17181,574,52.0%,3.34,0.09,30,1664.75,5.23,8,79.4,Desktop,
2024-11-26,787-634-7176,NULL,Display,Exact,,32200,1704,316.03,5.29,,,588.8,0.59,8,40.6,mobile,GBP 
09-Dec-2024,,Generic_Skincare_Broad,Search,,buy serum online,26340,681,479.19,2.59,0.7,17,600.16,2.5,5,44.7,Tablet,GBP
05/12/2024,381-410-3456,NULL,,Phrase,,24878,487,112.75,1.96,0.23,48,3698.53,9.86,,60.2,mobile,GBP
04-Aug-2024,810-877-6353,RLSA_CartAbandoners,Shopping,BMM,hyaluronic acid,16696,784,558.34,4.7,0.71,54,2975.94,6.89,8,,DESKTOP,GBP
19-Oct-2024,739-763-5056,Shopping_Serums,search,BROAD,best serum uk,26895,626,421.13,2.33,0.67,28,1006.12,4.47,,35.6,mobile,GBP
07/05/2024,349-508-2362,Generic_Skincare_Broad,Display,,vitamin c serum,2479,124,406.33,5.0,3.28,2,168.46,1.61,9,,Desktop,gbp
05-Sep-2024,988-119-5655,NULL,Display,Broad,vitamin c serum,15716,650,445.85,4.14,0.69,24,1204.35,3.69$,3,81.4,Desktop,GBP
2024-06-29,642-343-3252,NULL,Shopping,Broad,best serum uk,25196,998,94.22,3.96,0.09,41,1917.28,4.11,6,,,GBP
2024/07/27,611-266-2498,Generic_Skincare_Broad,,BROAD,best serum uk,,121,137.16,1.97,1.13,9,538.95,7.44,,59.5,,GBP
2024/07/17,718-102-5635,Generic_Skincare_Broad,SHOPPING,exact,spf drops,10753,515,197.45,4.79,0.38,15,1182.97,2.91,4,,Mobile,gbp
2024/09/04,457-462-2427,Shopping_Serums,SHOPPING,BROAD,vitamin c serum,9293,,181.16,6.7,0.29,31,711.58,4.98,8,42.2,,GBP 
11-Jun-2024,376-679-2992,,Shopping,BROAD,spf drops,36819,1241,85.6,3.37,0.07,93,2473.34,7.49,,23.3,Tablet,GBP
2024/06/15,278-749-7218,Brand_KW_Exact ,SHOPPING,,best serum uk,9724,578,213.4,5.94,0.37,29,1318.43,5.02,5,38.8,Desktop,
09/03/2024,524-905-3570,brand_kw_exact,SHOPPING,Phrase,buy serum online,39644,1210,506.43,,0.42,118,7729.68,9.75,9,50.5,Tablet,GBP
2024-08-12,851-688-2781,brand_kw_exact,,,best serum uk,33101,1366,292.22,,,-11,444.66,0.81,,57.0,,GBP
2024-03-26,601-868-7043,NULL,,Exact,vitamin c serum,13097,565,301.37,4.31,0.53,5,319.97,0.88,6,,Tablet,gbp
2024/07/26,989-309-6605,NULL,,BMM,best serum uk,20678,,554.43,6.46,0.41,77,3043.56,5.76,N/A,41.0,,GBP
10-16-2024,278-678-2093,Generic_Skincare_Broad,search,BMM,skincare routine,12805,375,447.13,,1.19,10,664.51,2.67,5,87.4,Desktop,GBP 
01-25-2024,349-258-2478,Generic_Skincare_Broad,,,best serum uk,6421,78,65.07,1.21,,2,143.32,2.56,,11.1,Desktop,GBP 
22/05/2024,128-142-6247,NULL,SHOPPING,BMM,face serum,33328,1857,,5.57,0.02,28,,1.51%,N/A,,Mobile,GBP
2024-07-24,619-698-4954,brand_kw_exact,Shopping,Exact,skincare routine,1591,93,,5.85,2.41,8,400.95,8.6,10,,Mobile,GBP 
20-Apr-2024,533-970-2305,Generic_Skincare_Broad,Display,BROAD,buy serum online,31086,2103,419.64,6.77,0.2,37,1346.48,,3,13.0,,GBP
05-09-2024,348-114-6905,Shopping_Moisturisers,search,BROAD,glow cream,20396,1109,253.24,5.44,,70,3438.98,6.31,,86.8,Mobile,
2024/04/21,789-186-3522,Brand_KW_Exact ,Display,BROAD,retinol cream,15695,224,167.63,1.43,0.75,15,975.29,6.7,9,35.3,Mobile,GBP
04-02-2024,249-561-2279,Generic_Skincare_Broad,Shopping,Broad,best serum uk,16982,669,301.36,3.94,0.45,29,1241.88,4.33,N/A,87.9,mobile,GBP
2024/10/31,418-477-6613,DSA_AllProducts,Search,,hyaluronic acid,23064,659,568.2,2.86,0.86,-39,2189.77,5.92,7,59.9,mobile,
2024-05-21,350-782-6303,NULL,Shopping,Phrase,vitamin c serum,18959,417,436.18,2.2,1.05,25,1890.81,6.0,8,,DESKTOP,GBP 
05-11-2024,843-361-1099,DSA_AllProducts,Shopping,,buy serum online,37818,1204,400.72,3.18,0.33,47,3161.97,3.9,4,55.4,,
06/04/2024,927-264-6096,NULL,Display,,face serum,30355,1664,360.08,5.48,0.22,26,660.43,1.56,7,41.6,mobile,GBP 
05-01-2024,365-916-9921,Brand_KW_Exact,Shopping,exact,best serum uk,24039,545,101.64,2.27,0.19,41,1742.46,,1,21.6,,GBP
17-Oct-2024,310-216-3143,Shopping_Serums,search,BMM,,-14367,-751,316.71,5.23,0.42,62,3683.53,8.26,,31.4,Desktop,GBP
10-Dec-2024,990-512-2174,Brand_KW_Exact,Display,BMM,,2969,141,400.96,4.75,2.84,11,969.78,,4,37.5,Desktop,GBP
07/08/2024,876-323-4281,Shopping_Serums,Shopping,Exact,vitamin c serum,801,8,202.3,1.0,25.29,1,87.44,12.5,N/A,,mobile,gbp
2024/10/23,791-825-5911,Shopping_Moisturisers,,Exact,glow cream,6067,88,529.21,1.45,6.01,7,519.78,7.95,7,80.8,Tablet,GBP
2024/05/22,490-672-8881,DSA_AllProducts,Search,Exact,hyaluronic acid,5289,421,321.66,7.96,0.76,42,2343.37,,7,84.0,DESKTOP,
05/10/2024,121-832-9538,Generic_Skincare_Broad,SHOPPING,Exact,,33611,404,166.46,1.2,0.41,2,71.57,0.5,,32.6,Tablet,
07-22-2024,955-209-9137,NULL,Display,,best serum uk,31774,2433,505.32,7.66,0.21,3,184.11,0.12%,1,75.0,Desktop,GBP
30-Nov-2024,783-725-3772,Shopping_Serums,Search,exact,retinol cream,31561,182,216.52,0.58,1.19,1,37.72,0.55,1,26.5,,gbp
05/08/2024,,Competitor_KW_BMM,Shopping,Broad,skincare routine,10629,638,598.97,6.0,0.94,33,863.73,5.17,,66.0,,gbp
2024/06/03,600-474-9050,Generic_Skincare_Broad,,Phrase,hyaluronic acid,18652,,,6.11,0.36,67,5037.38,5.88,N/A,49.4,Mobile,GBP
02-23-2024,782-564-4180,brand_kw_exact,SHOPPING,Exact,retinol cream,11070,69,153.47,0.62,2.22,6,290.38,8.7,9,69.6,,GBP
28-Dec-2024,876-390-2071,Competitor_KW_BMM,,Phrase,vitamin c serum,5315,156,292.78$,2.94,1.88,,331.93,,7,91.9,Desktop,GBP 
2024-07-06,543-310-1205,Brand_KW_Exact ,SHOPPING,Phrase,,27837,1659,279.0,5.96,0.17,140,7656.2,8.44,5,31.5,mobile,GBP 
2024-05-18,179-112-5233,RLSA_CartAbandoners,Search,BMM,,661,40,212.95,6.05,,0,0.0,0.0,,52.6,,
06/02/2024,494-353-1426,Shopping_Moisturisers,,BMM,spf drops,31976,121,460.36,0.38,3.8,1,57.9,0.83 ,9,55.1,Mobile,GBP 
2024/03/21,622-784-1807,Generic_Skincare_Broad,Search,Phrase,glow cream,28292,712,392.91,2.52,0.55,43,902.51,6.04%,7,67.3,Desktop,GBP 
08-Apr-2024,693-602-2121,RLSA_CartAbandoners,Display,Exact,spf drops,6488,349,,5.38,0.32,19,1261.75,5.44,7,90.8,Desktop,GBP 
10-10-2024,360-690-9344,,Shopping,BMM,skincare routine,15905,1198,476.67,7.53,0.4,-35,1019.57,2.92,1,,Mobile,GBP
2024/03/20,452-154-9002,brand_kw_exact,search,Exact,vitamin c serum,8205,329,509.63,4.01,1.55,29,842.36$,8.81,3,28.4,DESKTOP,gbp
2024/11/26,504-242-4061,Brand_KW_Exact ,search,exact,retinol cream,23799,-62,420.03,,6.77,5,429.08,8.06,1,38.6,,GBP 
14/12/2024,818-401-7346,DSA_AllProducts,search,Phrase,best serum uk,3764,100,556.92,,5.57,7,185.75,,9,71.4,DESKTOP,GBP
2024-12-16,982-766-9169,Brand_KW_Exact,Shopping,Exact,best serum uk,39597,2337,497.77,5.9,0.21,173,14768.7,7.4,6,73.2,DESKTOP,GBP
10-09-2024,961-237-6799,Generic_Skincare_Broad,,BROAD,retinol cream,1464,41,451.74,2.8,11.02,2,,4.88,3,27.8,Mobile,GBP
2024/08/14,392-801-2224,RLSA_CartAbandoners,Shopping,BROAD,best serum uk,31608,2235,324.32,7.07,0.15%,149,4921.75,6.67,,85.2,,GBP
07-Apr-2024,335-500-8999,brand_kw_exact,Shopping,,skincare routine,36100,743,380.08,2.06,0.51,2,39.4,0.27,9,21.6,,
12-31-2024,609-221-2374,Brand_KW_Exact ,Display,BMM,best serum uk,36522,729,554.02,2.0,0.76,52,4252.19,,1,41.0,Mobile,GBP
2024/07/06,778-136-6158,DSA_AllProducts,Display,exact,hyaluronic acid,38982,165,47.0,0.42,0.28,2,112.45,1.21,7,81.6,mobile,
11-20-2024,758-212-2499,Shopping_Serums,search,Exact,best serum uk,38387,2998,571.78,7.81,0.19,72,3255.7,,5,41.1,Mobile,GBP
01-25-2024,546-156-6398,RLSA_CartAbandoners,Search,Exact,,26795,2083,312.9,7.77,0.15,194,10865.28,9.31 ,3,57.7,DESKTOP,gbp
04-02-2024,831-242-5399,NULL,search,Exact,buy serum online,12051,888,209.4,7.37,0.24,79,3983.22,8.9,7,25.1,DESKTOP,GBP
25-Mar-2024,218-648-1442,Generic_Skincare_Broad,search,Broad,best serum uk,13832,351,166.02,2.54,0.47,9,175.17,2.56,6,29.0,Tablet,GBP
2024/12/08,766-703-9337,,SHOPPING,,buy serum online,28637,22,194.18$,0.08,8.83,2,101.94,9.09,6,51.1,Mobile,
25-Feb-2024,105-108-5004,Shopping_Serums,search,BROAD,retinol cream,1547,101,293.01,6.53,,,58.02,0.99,1,45.0,Mobile,gbp
2024/10/16,999-753-9191,Competitor_KW_BMM,Display,Phrase,face serum,25845,1744,93.32,6.75,0.05,66,5781.86,3.78,8,18.3,DESKTOP,GBP
2024-05-02,188-759-6762,,search,BMM,face serum,15728,385,324.76,2.45,0.84 ,6,362.15,1.56,4,,Mobile,GBP
2024-08-11,634-202-8672,NULL,Display,,glow cream,17405,836,179.87,4.8,0.22,35,2346.62,4.19,1,54.6,Desktop,gbp
18-Mar-2024,472-636-9565,DSA_AllProducts,,exact,buy serum online,18964,323,,1.7,1.23,13,839.61,4.02,10,64.1,Tablet,
2024/04/11,304-201-5709,RLSA_CartAbandoners,Display,BROAD,vitamin c serum,18609,1108,558.97$,5.95,0.5,3,133.13,0.27,5,85.0,Mobile,GBP
08/10/2024,319-524-7080,RLSA_CartAbandoners,,Broad,buy serum online,36057,619,336.06,1.72,0.54,8,205.21%,1.29,7,52.7,Desktop,
02/03/2024,960-131-6343,NULL,search,,vitamin c serum,-38227,1024,276.32,2.68,0.27,85,,8.3,10,64.3,Tablet,GBP 
09-18-2024,713-919-1358,brand_kw_exact,Shopping,Exact,vitamin c serum,11606,816,90.95,7.03,0.11,0,0.0,0.0,N/A,81.1,DESKTOP,
2024/09/08,613-674-5726,NULL,search,Broad,face serum,35639,1097,496.25,3.08,0.45,29,537.12,2.64,5,26.6,mobile,GBP
2024-03-07,560-612-4543,Generic_Skincare_Broad,,Exact,,35715,947,465.81,2.65,0.49,29,941.6,3.06,,85.5,mobile,GBP
07/01/2024,858-350-2972,Brand_KW_Exact,Search,BROAD,,31975,2056,396.24,6.43,0.19,,3120.96,4.28,4,58.3,,
12-06-2024,246-798-3610,DSA_AllProducts,Search,BMM,spf drops,29154,1053,465.38,3.61 ,0.44,-33,,3.13,8,61.4,mobile,
2024-06-16,822-428-6737,Shopping_Serums,Search,,vitamin c serum,38203,3038,93.88,7.95,0.03,270,20418.52,8.89,N/A,88.9,mobile,GBP 
2024-03-26,767-733-5700,Brand_KW_Exact ,,BMM,face serum,31069,2402,459.93,,0.19,191,10499.71,7.95$,N/A,47.3,DESKTOP,GBP
06-21-2024,738-918-8600,Generic_Skincare_Broad,Search,,,4466,,451.01,1.63,6.18,5,269.42,6.85,8,25.3,DESKTOP,GBP 
20/12/2024,124-923-5667,Brand_KW_Exact ,Shopping,Phrase,glow cream,36186,848,520.02,2.34,0.61,8,269.98,0.94,1,37.4,Desktop,GBP 
2024/12/28,166-554-5503,Generic_Skincare_Broad,Shopping,exact,face serum,8778,394,292.94,4.49,,3,107.96,0.76,,14.1,Mobile,GBP 
2024/10/21,102-400-7084,Shopping_Moisturisers,Search,Broad,spf drops,23855,,180.86,4.32,0.18,47,3984.93,4.56,7,59.3,Mobile,gbp
25/07/2024,432-184-1408,NULL,SHOPPING,BROAD,best serum uk,26516,1351,3.34,5.09,0.0,90,4550.01,6.66,,74.7,,
2024-03-01,679-749-9653,brand_kw_exact,search,,,7643,108,544.73,1.41,5.04,4,149.99,3.7,,79.9,Desktop,gbp
2024-01-22,794-409-3569,Brand_KW_Exact,Search,BMM,,,1662,511.7,6.53,0.31,115,,6.92,10,13.6,Tablet,GBP
2024/03/05,755-680-8957,Brand_KW_Exact,Shopping,BMM,,19159,1120,126.72,5.85,0.11,110,8310.45,9.82,8,,,GBP
31-Jan-2024,739-541-9619,DSA_AllProducts,SHOPPING,Phrase,best serum uk,27265,527,22.94,1.93,0.04,34,2090.88,6.45,9,67.4,Tablet,GBP
2024-09-08,557-392-6556,Generic_Skincare_Broad,Search,Phrase,best serum uk,4151,216,216.18,,1.0,,958.72,,4,20.3,Tablet,
07/09/2024,307-793-1841,Generic_Skincare_Broad,Shopping,BMM,retinol cream,31806,,203.13,5.69,0.11,,5266.7,,,82.4,Mobile,
28-Apr-2024,142-875-4513,Brand_KW_Exact ,search,BROAD,buy serum online,33636,2690,188.7,8.0,0.07,121,6467.56%,4.5,10,,Desktop,GBP
25/11/2024,948-884-3600,,search,,buy serum online,38890,812,147.65,2.09,0.18,,2811.23$,4.93,2,88.0,Desktop,GBP
11/12/2024,731-709-9239,DSA_AllProducts,search,Exact,face serum,38578,1506,352.63,3.9,,135,4258.88,8.96,,53.0,DESKTOP,
20/10/2024,,Brand_KW_Exact,search,BROAD,skincare routine,37043,1351,476.9,3.65,0.35,2,,0.15,4,,Desktop,
04-12-2024,771-525-9237,Brand_KW_Exact,Display,Exact,spf drops,25931,959,414.53,3.7,0.43,45,2807.62,4.69,,44.4,Tablet,GBP
02-May-2024,460-544-4901,Shopping_Serums,Search,exact,vitamin c serum,23128,875,248.1,3.78,0.28,86,6154.96,,5,30.2,,GBP 
10-06-2024,363-835-7877,Brand_KW_Exact,,Phrase,vitamin c serum,20241,470,599.87,2.32,1.28,12,892.74,,3,53.0,mobile,GBP 
09-05-2024,169-466-9689,,Search,BROAD,skincare routine,29408,321,108.62,1.09,0.34,0,0.0,0.0,3,86.4,DESKTOP,
11-Jan-2024,865-550-2968,Shopping_Serums,Search,exact,,29035,2073,293.03,7.14,0.14,104,5376.25,5.02,N/A,44.3,,gbp
2024-07-03,514-989-9306,Competitor_KW_BMM,Display,Exact,,,26,529.6,0.12,20.37,0,,0.0,3,26.4,Tablet,GBP
2024-10-08,514-134-3336,Brand_KW_Exact,Search,,,1575,51,476.38,,9.34,1,37.88,1.96,2,77.6,Tablet,GBP
,550-590-7354,,search,exact,vitamin c serum,8172,202,236.4,2.47,1.17,4,218.63,1.98,10,10.3,DESKTOP,
10-12-2024,783-451-5935,Shopping_Moisturisers,search,Phrase,best serum uk,13000,332,36.78,2.55,0.11,8,287.3,2.41,4,41.4,Tablet,GBP 
2024-07-30,682-365-6147,Shopping_Serums,Search,Phrase,spf drops,5169,344,386.11,6.66,1.12,2,72.06,0.58,5,89.0,,GBP
2024/03/19,360-605-1445,Generic_Skincare_Broad,Shopping,,face serum,34308,991,418.83,2.89%,0.42,57,1865.76,5.75,8,,Mobile,GBP
2024-12-03,301-740-9213,,search,,skincare routine,4602,180,553.26,3.91,3.07,8,245.16,4.44,10,,mobile,
08/08/2024,727-283-4981,,search,exact,glow cream,20387,751,202.58,3.68,0.27,64,,8.52,10,63.0,mobile,gbp
2024/03/07,643-790-3213,Shopping_Moisturisers,search,Phrase,,3829,268,439.95,7.0,1.64,7,496.94,2.61,N/A,52.4,mobile,GBP
11-Oct-2024,448-142-6248,NULL,,Phrase,buy serum online,4129,210,540.0,5.09,2.57,1,48.1,0.48,3,69.6%,Tablet,GBP
2024/08/08,179-753-1854,brand_kw_exact,search,exact,face serum,11182,426,124.94,3.81,0.29,22,1759.6,5.16,7,,Tablet,
2024-11-22,465-998-4573,Brand_KW_Exact,Display,Broad,face serum,21212,1136,,5.36,,96,3537.63,8.45,,83.5,Desktop,GBP
04/08/2024,633-663-6113,Shopping_Moisturisers,Display,BMM,,12892,412,166.46,3.2,,26,970.35,6.31,9,34.8,Mobile,GBP
,907-233-5841,NULL,Shopping,BMM,glow cream,21440,32,60.16,0.15,1.88,3,209.03,9.38,10,72.4,DESKTOP,GBP
10-22-2024,789-745-3909,Shopping_Moisturisers,Display,Phrase,best serum uk,21586,661,150.99,3.06,0.23,42,1254.07,6.35,1,39.4,DESKTOP,gbp
,913-143-5587,Brand_KW_Exact,,BMM,,39860,2440,259.15,6.12,0.11,134,6867.97,5.49,6,54.0,Desktop,gbp
2024/04/07,782-929-1553,Competitor_KW_BMM,Display,BMM,retinol cream,7284,161,195.93,2.21,1.22,11,433.96,6.83,,35.7,,GBP
22-Jul-2024,852-609-9273,Shopping_Moisturisers,,,vitamin c serum,3131,179,32.0,5.72,0.18,9,579.76,5.03,3,44.3,DESKTOP,
2024/04/28,825-937-2941,Competitor_KW_BMM,Shopping,BROAD,spf drops,23069,78,415.69$,0.34,5.33,7,529.21,8.97,,31.8,DESKTOP,GBP 
2024-01-16,758-615-8050,Generic_Skincare_Broad,Shopping,BROAD,,38739,164,480.88,0.42,2.93,7,296.69,4.27,,,Desktop,GBP 
2024-10-12,284-896-7931,DSA_AllProducts,,BMM,,,295,181.99,0.9,0.62,4,333.06,1.36,3,27.8,,gbp
2024/10/10,362-794-9227,Competitor_KW_BMM,Display,Broad,spf drops,10968,852,200.07,7.77,0.23,9,179.07,1.06,,55.8,Mobile,GBP
25/09/2024,962-869-7579,brand_kw_exact,Search,exact,face serum,3477,56,108.6,1.61,1.94,4,334.82,7.14,10,93.3,Mobile,
13/06/2024,237-170-9764,RLSA_CartAbandoners,Display,Broad,retinol cream,5179,293,96.88,5.66,0.33,14,1004.2,4.78,8,78.4,mobile,gbp
,496-604-9766,Shopping_Moisturisers,SHOPPING,Phrase,retinol cream,17503,876,17.15,5.0,0.02,73,1594.8,8.33,N/A,22.3,Mobile,GBP
08-Jun-2024,839-133-8641,Generic_Skincare_Broad,,exact,skincare routine,4443,266,93.67,5.99,,20,1407.66,7.52,7,,,
10-20-2024,381-304-4059,Shopping_Moisturisers,search,Broad,buy serum online,9037,143,547.21,1.58,3.83,1,77.48,0.7,7,,Desktop,GBP 
2024/06/22,384-317-6842,Generic_Skincare_Broad,Shopping,Broad,skincare routine,2516,17,452.97,0.68,26.65,0,0.0,0.0,10,29.3,Desktop,GBP 
2024/05/23,979-451-7213,RLSA_CartAbandoners,Search,,hyaluronic acid,22554,1659,318.66,7.36,0.19,122,8972.48,7.35,N/A,38.3,Mobile,
02-17-2024,423-166-7534,DSA_AllProducts,Shopping,,best serum uk,,372,482.45,6.06,1.3,3,127.8,0.81,5,74.0,Tablet,GBP 
2024/08/20,806-152-5160,Brand_KW_Exact ,SHOPPING,BMM,best serum uk,-31873,2275,198.11,7.14,,,7514.23,5.32,,24.5,DESKTOP,GBP
08-Mar-2024,863-541-7510,Generic_Skincare_Broad,Search,,hyaluronic acid,11332,40,543.3,0.35,13.58,0,0.0,0.0,3,33.8,DESKTOP,GBP 
2024/05/17,706-710-1903,Generic_Skincare_Broad,,exact,skincare routine,31613,1434,127.53,4.54,0.09,116,3109.27,8.09,4,11.1,Mobile,GBP
31/10/2024,891-736-1773,Competitor_KW_BMM,Shopping,Broad,spf drops,13150,703,51.52,5.35,0.07,4,,0.57,6,31.4,DESKTOP,
2024-12-24,815-479-8579,Generic_Skincare_Broad,Display,Broad,buy serum online,35574,434,289.8,1.22,0.67,37,741.51,8.53,,63.2,Desktop,gbp
11-18-2024,527-263-4078,Brand_KW_Exact ,Display,Broad,face serum,4710,323,49.25,6.86,0.15,7,278.48,2.17,2,14.4,mobile,
09-27-2024,555-728-9496,RLSA_CartAbandoners,,BMM,buy serum online,31535,2037,122.14%,6.46,0.06,,6566.17,5.84,6,70.9,Mobile,
11-14-2024,834-559-3134,Brand_KW_Exact ,Search,Exact,retinol cream,35499,1939,554.32,,0.29,162,10254.85,8.35,10,82.8,DESKTOP,GBP
07-09-2024,908-813-6904,,Search,exact,,16296,631,70.69,3.87,,20,924.37,3.17,N/A,27.3,DESKTOP,gbp
2024-04-10,966-670-4778,Generic_Skincare_Broad,Shopping,BMM,skincare routine,3641,148,520.83,4.06,3.52,3,,2.03,9,54.2,mobile,GBP
05-Feb-2024,148-420-2283,Shopping_Moisturisers,Search,,skincare routine,,1871,168.39,6.32,0.09,114,8791.75,6.09,10,64.7,Desktop,gbp
2024-09-04,970-448-6429,,,Exact,glow cream,36777,1229,133.2,3.34,0.11,-54,4518.36,4.39 ,2,,Desktop,GBP
12-Jan-2024,880-583-3547,Generic_Skincare_Broad,Display,,,23337,1746,568.06,7.48,0.33,84,2136.81,4.81,N/A,51.5,Mobile,GBP
14-Jun-2024,432-468-2722,Competitor_KW_BMM,Shopping,BMM,best serum uk,4967,39,575.25,0.79,14.75,1,21.98,2.56,8,67.8,DESKTOP,gbp
21-Oct-2024,440-735-1801,Shopping_Serums,Shopping,Phrase,glow cream,18830,198,456.98,1.05,2.31,2,150.55,1.01,10,87.7,DESKTOP,GBP
2024/03/30,862-725-4082,Shopping_Moisturisers,Shopping,BMM,retinol cream,35112,2480,492.36,,0.2,183,11967.32,7.38,N/A,20.5,mobile,GBP 
11/06/2024,852-100-2360,RLSA_CartAbandoners,Search,Broad,hyaluronic acid,9671,487,498.92,5.04,1.02,32,1934.23,6.57,5,16.0,DESKTOP,
2024-06-07,846-945-9022,DSA_AllProducts,Shopping,,retinol cream,27179,946,534.34,3.48,0.56,40,2011.31,4.23,9,,mobile,gbp
06-Jan-2024,778-542-3648,Generic_Skincare_Broad,search,Broad,retinol cream,9836,545,455.1,5.54,0.84,51,3459.29,9.36,,15.7,DESKTOP,GBP
2024-10-16,298-628-8719,Brand_KW_Exact ,Display,BROAD,glow cream,29460,515,375.23,1.75,0.73$,25,2207.94,4.85,2,48.9,Mobile,GBP
22-Apr-2024,124-641-4149,NULL,search,BROAD,face serum,8297,459,202.35,5.53,0.44,13,572.88,2.83,3,88.8,DESKTOP,GBP
2024/07/09,700-884-7802,NULL,Search,BMM,,38959,2310,291.34,5.93 ,0.13$,39,,1.69,10,30.3,Desktop,GBP 
12/11/2024,251-928-5243,,search,BROAD,best serum uk,18229,552,414.69,,0.75,33,2338.44,5.98 ,3,49.2,,
2024-12-27,518-632-2743,NULL,Display,Exact,face serum,1033,58,533.77,5.61,9.2,1,47.79,1.72,1,22.2,,GBP 
05-29-2024,736-698-2626,,search,BROAD,skincare routine,27061,290,467.48,1.07,,4,148.42,1.38,,26.8%,Tablet,gbp
18/12/2024,964-203-4981,Shopping_Moisturisers,,BROAD,buy serum online,,223,110.06,7.37,0.49,13,393.78,5.83,2,37.7,Tablet,gbp
07/09/2024,454-783-5619,Brand_KW_Exact ,search,Exact,retinol cream,13673,426,114.07,,0.27,4,302.36,0.94,4,85.7,,
2024/08/12,291-981-8620,brand_kw_exact,,BMM,retinol cream,13193,900,340.9$,6.82,0.38,76,1447.65,8.44,9,33.5,Mobile,
08-22-2024,607-305-2855,RLSA_CartAbandoners,Search,,hyaluronic acid,30603,404,12.08,1.32,0.03,3,59.32,0.74,6,40.8,Desktop,GBP 
25-Jan-2024,733-551-2977,Generic_Skincare_Broad,,Broad,face serum,1930,125,540.19$,6.48,4.32,7,166.1,5.6,2,88.6,Mobile,gbp
29/03/2024,219-287-4142,NULL,Display,Exact,glow cream,30789,472,380.31,1.53,0.81,9,295.27,1.91,7,84.2,mobile,
