send_date,campaign_id,campaign_name,email_type,subject_line,total_sent,delivered,bounced,opened,clicked,unsubscribed,open_rate_pct,click_to_open_rate,conversions,revenue_gbp,esp_platform,list_segment 
08-02-2024,EM9546,Abandoned_Cart_1 ,win_back,Glow up this summer,1213,1213,0,308,7,13,25.39,2.27,1,87.58,Klaviyo,Lapsed_90d
08-Jan-2024,EM9629,Monthly_Newsletter_Jan,newsletter,,12970,12941,29,4111,584,114,,14.21,52,4409.31,Mailchimp,Lapsed_90d
2024-01-12,EM3679,,transactional,,9367,8750,617,,507,126,22.98,25.21,87,7228.74,klaviyo,Lapsed_90d
28/12/2024,,,transactional,New in: Vitamin C Serum,24473,23434,1039,6087,308,141,,5.06,57,1778.9,,lapsed_90d
,EM4315,Monthly_Newsletter_Mar,win_back,New in: Vitamin C Serum,22716,22300,416,4805,729,385,21.55,15.17,32,1381.49,Klaviyo,lapsed_90d
23-Jul-2024,EM2726,Monthly_Newsletter_Jan,transactional,,15201,13393,1808,1709,495,88,,28.96,88,6245.04,klaviyo,lapsed_90d
28-May-2024,EM4534,Monthly_Newsletter_Mar,promotional,We miss you - here is 15% off,13525,12010,1515,4271,965,194,35.56,22.59,,2004.55,mailchimp,lapsed_90d
2024-03-31,EM5927,Abandoned_Cart_1,newsletter,48hrs only: 20% off everything,19373,19152,221,,1340,275,32.77 ,21.35,221,17505.13,mailchimp,VIP
06-22-2024,EM7426,Monthly_Newsletter_Mar,NEWSLETTER,You left something behind...,22797,,2376,4242,209,327,20.77,4.93,21,573.35,mailchimp,All Subscribers
2024-07-08,EM7648,,NEWSLETTER,Glow up this summer,,3204,325,673,131,54,21.0,19.47,13,,,
10-03-2024,EM1043,Abandoned_Cart_1,,We miss you - here is 15% off,11192,11157,35,4860,383,193,43.56,7.88,9,181.73,KLAVIYO,
25-Feb-2024,EM1610,Flash_Sale_48hr,promotional,We miss you - here is 15% off,8623,8152,471,2623,686,79,32.18,26.15,112,5085.32,Mailchimp,VIP
,EM2113,Abandoned_Cart_2,NEWSLETTER,New in: Vitamin C Serum,2158,1932,226,656,119,20,33.95,18.14$,15,1018.47,klaviyo,New Subscribers
2024/01/22,EM7496,Welcome_Series_1,transactional,Exclusive access just for you,7129,6837,292,2471,318,87,36.14,12.87,57,3949.03,klaviyo,VIP
05/04/2024,EM6386,Abandoned_Cart_2,win_back,,2659,2649,10,1020,94,37,38.51,9.22,17,763.17,,VIP
14/09/2024,EM8346,Welcome_Series_2,,Your skin will thank you,,16876,2186,6936,64,201,41.1,0.92,4,118.78,mailchimp,VIP
19/10/2024,EM4434,Flash_Sale_48hr,newsletter,Your skin will thank you,21588,21531,57,1901,30,203,8.83,1.58,4,313.31,Dotdigital,
2024/06/10,EM8134,Abandoned_Cart_1 ,Promotional,We miss you - here is 15% off,21579,19332,2247,4985,1576,300,25.79,,61,5028.05,Dotdigital,lapsed_90d
01-04-2024,EM7680,Abandoned_Cart_1,transactional,,4839,4354,485,1941,247,62,44.58,12.73,13,379.93,Klaviyo,Lapsed_90d
2024-02-14,EM3006,Welcome_Series_2,newsletter,Exclusive access just for you,19346,18487,859,3344,546,0,18.09,16.33,82,1653.7,Dotdigital,lapsed_90d
2024/08/23,EM3772,,,We miss you - here is 15% off,22648,21766,882,2598,696,11,11.94,26.79,,3553.6,KLAVIYO,Cart Abandoners
2024/05/20,EM6634,Monthly_Newsletter_Jan,win_back,Your skin will thank you,10552,10219,333,3732,1151,166,36.52,30.84,50,4358.19,Mailchimp,VIP
2024/06/07,EM6098,Abandoned_Cart_2,promotional,Your skin will thank you,5737,-5501,236,140,37,60,2.54,26.43,0,0.0,,New Subscribers
11-09-2024,,VIP_Early_Access,win_back,We miss you - here is 15% off,18352,18116,236,7643,64,111,42.19%,0.84,2,74.02,,New Subscribers
05/10/2024,EM3984,Abandoned_Cart_2,,,9538,8930,608,1217,35,65,13.63,2.88,0,0.0,Dotdigital,lapsed_90d
04-14-2024,EM1646,Abandoned_Cart_1 ,NEWSLETTER,48hrs only: 20% off everything,9536,9517,19,327,21,56,3.44,6.42,3,70.84,mailchimp,
11-06-2024,EM5711,VIP_Early_Access,newsletter,,22232,19800,2432,6288,1942,182,31.76,30.88,382,20648.54,mailchimp,VIP
,EM9686,Welcome_Series_1,,NULL,,4586,525,462,32,73,10.07,6.93,3,192.02,Mailchimp,
17-Aug-2024,EM7607,Win_Back_90Day,NEWSLETTER,Exclusive access just for you,2469,2321,148,103,,-33,4.44,,2,160.77,Dotdigital,lapsed_90d
2024-06-06,EM3749,Monthly_Newsletter_Mar,newsletter,,8211,8031,-180,1540,97,107,19.18,6.3,3,167.48,Mailchimp,lapsed_90d
12/07/2024,EM7943,Abandoned_Cart_1 ,Promotional,48hrs only: 20% off everything,4045,3773,272,1489,376,69,39.46,25.25,33,2267.22,klaviyo,New Subscribers
2024-12-10,EM1505,Abandoned_Cart_2,newsletter,New in: Vitamin C Serum,18438,16979,1459,4233,348,202,24.93,8.22,28,2281.68,KLAVIYO,lapsed_90d
02-25-2024,EM5578,Monthly_Newsletter_Mar,NEWSLETTER,Your skin will thank you,24334,22331,2003,761,102,434,3.41,13.4,20,1796.78,Klaviyo,lapsed_90d
2024-07-10,EM2407,Abandoned_Cart_1,NEWSLETTER,48hrs only: 20% off everything,21097,19580,1517,6595,649,9,33.68,9.84,77,5360.77,mailchimp,Lapsed_90d
03-Dec-2024,EM5576,Monthly_Newsletter_Feb,,Your skin will thank you,6027,5560,467,2078,612,6,37.37,29.45,10,319.61,klaviyo,New Subscribers
05-Sep-2024,EM6825,Welcome_Series_1,Promotional,NULL,11137,10170,967,1921,321,27,18.89,16.71,6,132.17,KLAVIYO,New Subscribers
2024/11/20,EM5103,Welcome_Series_2,win_back,,6655,5860,795,791,51,37,13.5,6.45,10,360.41,mailchimp,
31/03/2024,EM2424,Monthly_Newsletter_Mar,,NULL,12711,11298,1413,4165,925,165,36.86,22.21,,3968.05,Dotdigital,
2024/05/07,EM7125,Welcome_Series_1,win_back,We miss you - here is 15% off,24328,22943,1385,1381,350,75,6.02$,25.34,44,,klaviyo,VIP
2024-05-08,EM1327,Monthly_Newsletter_Feb,,You left something behind...,1192,1083,109,,5,1,17.54,2.63,1,44.61,Klaviyo,Lapsed_90d
2024/04/03,EM3244,,promotional,Glow up this summer,24488,22109,2379,8281,1081,251,37.46,13.05,211,11327.32,mailchimp,
03-12-2024,EM2483,Monthly_Newsletter_Feb,transactional,New in: Vitamin C Serum,14354,13733,,5640,1257,13,41.07,22.29,15,834.65,mailchimp,lapsed_90d
2024/04/19,EM7131,Abandoned_Cart_1,NEWSLETTER,Glow up this summer,8904,8581,,2176,64,115,25.36,2.94,11,440.81,Dotdigital,All Subscribers
2024/02/24,EM7451,Flash_Sale_48hr,promotional,New in: Vitamin C Serum,13107,12188,919,1413,17,124,11.59,1.2,1,86.35,klaviyo,Cart Abandoners
,EM6819,VIP_Early_Access,newsletter,New in: Vitamin C Serum,14971,13307,1664,778,165,36,5.85,21.21,,383.72,klaviyo,Cart Abandoners
2024-10-10,EM8403,abandoned_cart_1,,Glow up this summer,11811,11358,453,4568,1056,122,40.22,23.12,134,11270.96,Dotdigital,New Subscribers
2024-11-04,EM5801,Abandoned_Cart_1 ,Promotional,Exclusive access just for you,17645,17259,386,1363,348,280,7.9,25.53,48,2667.89,Klaviyo,Cart Abandoners
,EM2488,Welcome_Series_1,NEWSLETTER,Exclusive access just for you,14485,13893,592,4682,1263,275,33.7,26.98,,12166.4,,
29/08/2024,EM7857,Monthly_Newsletter_Jan,Promotional,,10021,9436,,439,100,56,4.65,22.78,11,674.76,mailchimp,Lapsed_90d
25-Aug-2024,EM2940,Monthly_Newsletter_Jan,newsletter,,22674,,625,867,236,326,3.93,27.22,15,1269.98,KLAVIYO,All Subscribers
2024/08/17,EM1046,Flash_Sale_48hr,transactional,Your skin will thank you,9050,8912,138,690,207,70,7.74,30.0,16,1306.34,KLAVIYO,Cart Abandoners
2024/10/17,EM3803,Welcome_Series_1,newsletter,,22875,22542,333,2211,334,262,9.81,15.11,5,302.17,Klaviyo,lapsed_90d
2024/01/27,EM9712,Flash_Sale_48hr,,,15394,14852,542,,204,,4.48,30.63,32,1673.38,,Lapsed_90d
29-Apr-2024,EM5621,Welcome_Series_2,newsletter,We miss you - here is 15% off,21385,,764,4260,1009,263,20.66,23.69,,6156.51,mailchimp,
31-Dec-2024,EM7192,Abandoned_Cart_1 ,,New in: Vitamin C Serum,,20459,2671,3728,355,196,,9.52,51,2958.76,klaviyo,VIP
2024-12-05,EM1545,Welcome_Series_2,,,,,2357,3722,997,284,17.08,26.79,29,1943.45,klaviyo,Cart Abandoners
06-13-2024,EM2980,Flash_Sale_48hr,promotional,Your skin will thank you,19392,17525,1867,4598,1395,252,26.24,30.34,278,16997.74,Klaviyo,All Subscribers
2024/03/06,EM5536,,promotional,Your skin will thank you,4235,3885,350,1163,94,41,29.94,8.08,18,663.49,mailchimp,All Subscribers
02-05-2024,EM3930,Flash_Sale_48hr,,We miss you - here is 15% off,,6370,564,687,45,13,10.78,6.55,4,306.58,klaviyo,
,EM9624,Welcome_Series_2,,New in: Vitamin C Serum,9568,8787,781,3929,886,136,44.71,22.55,66,5287.97 ,,All Subscribers
2024-01-31,EM5740,Win_Back_90Day,Promotional,You left something behind...,21847,,,8164,817,-192,41.72,10.01,116,2836.35,Dotdigital,lapsed_90d
2024/11/25,EM2575,Abandoned_Cart_2,Promotional,Glow up this summer,6010,5670,340,709,35,6,12.5,4.94,-2,115.5,,Cart Abandoners
2024-10-24,EM6150,VIP_Early_Access,newsletter,You left something behind...,24364,24101,263,2143,311,307,8.89,14.51,1,43.91,Klaviyo,All Subscribers
,EM3656,Abandoned_Cart_1 ,promotional,48hrs only: 20% off everything,4152,4092,60,953,44,66,23.29,4.62$,3,133.59,Klaviyo,lapsed_90d
03/04/2024,EM1873,abandoned_cart_1,promotional,New in: Vitamin C Serum,,-12116,1645,3169,713,153,26.16,22.5,2,159.7,,
2024-07-22,EM1526,Win_Back_90Day,win_back,Glow up this summer,16426,14889,1537,6137,354,261,41.22,5.77,11,387.13,,All Subscribers
25/07/2024,EM9598,Win_Back_90Day,newsletter,We miss you - here is 15% off,766,678,88,222,23,11,32.74,10.36,1,19.32,,lapsed_90d
05-20-2024,EM8164,Abandoned_Cart_2,NEWSLETTER,We miss you - here is 15% off,7172,6430,742,823,137,,,16.65,3,236.69,,Cart Abandoners
2024-09-02,EM6728,,promotional,Your skin will thank you,2398,-2119,279,,8,33,17.27,2.19,1,35.17,Klaviyo,
18-Sep-2024,EM4615,VIP_Early_Access,transactional,,6165,5698,,1440,31,50,25.27,2.15,6,223.8,KLAVIYO,
2024/09/16,EM6821,,Promotional,Your skin will thank you,22116,21623,493,7590,583,34,35.1,7.68,,1620.09,KLAVIYO,VIP
01-13-2024,EM3195,Abandoned_Cart_2,,Glow up this summer,23342,21589,1753,7032,1047,-63,32.57,14.89,40,2718.52,KLAVIYO,Cart Abandoners
08-29-2024,EM5208,Win_Back_90Day,NEWSLETTER,Exclusive access just for you,4433,-4305,128,1931,,52,44.85,18.44,56,1843.59,,New Subscribers
16/12/2024,EM8052,Flash_Sale_48hr,NEWSLETTER,48hrs only: 20% off everything,11337,10921,416,4714,153,80,43.16,3.25,28,1969.74,KLAVIYO,New Subscribers
2024-12-29,EM2377,abandoned_cart_1,,You left something behind...,24626,24466,160,3410,23,96,13.94,0.67,3,56.22,,All Subscribers
06-21-2024,EM4637,Win_Back_90Day,promotional,Glow up this summer,5563,5280,283,235,30,31,4.45,12.77,3,242.53,mailchimp,New Subscribers
01-21-2024,EM1301,,transactional,NULL,16750,15225,1525,4860,1061,157,31.92,21.83,58,3545.26,,
2024/01/17,EM7961,Abandoned_Cart_2,Promotional,,17325,16326,999,,159,101,14.26,6.83,31,2089.17,Mailchimp,New Subscribers
2024/09/29,EM2496,Welcome_Series_1,transactional,You left something behind...,6961,6489,472,2186,265,9,33.69,12.12,36,1756.58,,Lapsed_90d
,EM4813,VIP_Early_Access,,48hrs only: 20% off everything,13651,12923,728,-374,69,253,2.89,18.45,10,344.8,klaviyo,New Subscribers
2024-07-12,EM3418,Abandoned_Cart_1,transactional,,12706,12104,602,924,162,225,7.63,17.53,29,1754.39,Mailchimp,
2024-08-04,EM7951,Monthly_Newsletter_Feb,,Glow up this summer,,15912,2146,6437,140,251,40.45,2.17,3,136.54,Mailchimp,lapsed_90d
06-24-2024,EM3792,,NEWSLETTER,Exclusive access just for you,14069,13421,648,2753,393,204,20.51,14.28,41,3186.02,,lapsed_90d
01-16-2024,EM1636,Win_Back_90Day,newsletter,48hrs only: 20% off everything,18919,18813,106,1533,317,183,8.15,20.68,52,3669.91,Mailchimp,
12-Oct-2024,EM4384,abandoned_cart_1,Promotional,We miss you - here is 15% off,9648,9079,569,,,155,12.14,14.88,,1420.11,mailchimp,
27/04/2024,EM6495,Monthly_Newsletter_Jan,promotional,We miss you - here is 15% off,2982,2926,56,1275,322,51,43.57,25.25,7,530.38,Mailchimp,New Subscribers
18/11/2024,EM6261,Flash_Sale_48hr,,,13726,12435,1291,5306,400,96,42.67,7.54,65,2026.2,,All Subscribers
20-Nov-2024,EM5556,Abandoned_Cart_1 ,win_back,Exclusive access just for you,-7637,7253,384,1954,291,131,26.94,14.89,25,1418.49,Dotdigital,New Subscribers
04/05/2024,EM9555,VIP_Early_Access,newsletter,Exclusive access just for you,24619,23270,1349,9159,820,267,39.36,,106,8807.76,klaviyo,New Subscribers
2024/06/29,EM9059,Win_Back_90Day,Promotional,NULL,5092,5019,73,1552,76,23,30.92,4.9,,312.6,Dotdigital,
2024/12/18,EM8896,Abandoned_Cart_1 ,win_back,Exclusive access just for you,6645,6219,426,2056,207,69,33.06,10.07,15,511.62,Mailchimp,All Subscribers
2024/04/06,EM5809,Abandoned_Cart_1 ,,NULL,4923,4710,213,,12,15,2.61,9.76,1,67.86,klaviyo,All Subscribers
2024/09/30,EM8294,Monthly_Newsletter_Mar,transactional,NULL,2544,2332,212,1044,3,5,44.77,0.29,0,0.0,Mailchimp,
13-Mar-2024,EM4227,VIP_Early_Access,NEWSLETTER,Glow up this summer,6266,5766,500,2191,747,109,38.0,34.09,122,7922.44,Klaviyo,VIP
10-04-2024,EM5508,Monthly_Newsletter_Feb,Promotional,New in: Vitamin C Serum,2640,-2394,246,552,58,23,23.06,10.51$,0,0.0,KLAVIYO,
27/02/2024,EM2115,Monthly_Newsletter_Mar,,,5409,4999,410,158,55,22,3.16,34.81,10,889.19,mailchimp,Lapsed_90d
20/12/2024,EM3738,Abandoned_Cart_2,transactional,We miss you - here is 15% off,12200,11136,,802,118,-38,7.2,14.71,1,71.75,Dotdigital,
12-30-2024,EM1458,Flash_Sale_48hr,win_back,Exclusive access just for you,8094,7917,177,1801,116,42,22.75,6.44,1,62.67,Dotdigital,
15/05/2024,EM7167,abandoned_cart_1,newsletter,Exclusive access just for you,20903,18510,2393,24,,69,0.13,12.5,,36.9,KLAVIYO,All Subscribers
10-22-2024,EM8668,Abandoned_Cart_1 ,,You left something behind...,2082,1892,-190,475,,2,25.11,8.21,-6,250.47,klaviyo,All Subscribers
2024/01/16,EM3125,Welcome_Series_1,Promotional,We miss you - here is 15% off,21129,18820,2309,7313,2494,153,38.86,,,33104.55,Mailchimp,Lapsed_90d
24-Aug-2024,EM6477,Abandoned_Cart_1,win_back,Exclusive access just for you,2452,2158,294,429,30,38,19.88,6.99,1,70.43,KLAVIYO,VIP
2024-03-04,EM9457,Monthly_Newsletter_Jan,promotional,48hrs only: 20% off everything,,16998,,3261,422,155,19.18$,,6,236.6,mailchimp,New Subscribers
2024-03-04,EM6133,Welcome_Series_1,win_back,Your skin will thank you,18818,17113,1705,7138,311,304,41.71,,26,552.65,,Lapsed_90d
2024-07-28,EM8869,Abandoned_Cart_1 ,transactional,48hrs only: 20% off everything,7108,6260,848,2118,232,110,33.83,10.95,44,3524.1,Dotdigital,All Subscribers
07-Apr-2024,EM9375,Welcome_Series_1,transactional,New in: Vitamin C Serum,6141,5873,268,12,2,7,0.2,16.67,1,54.16,,New Subscribers
2024-05-01,EM8890,,Promotional,You left something behind...,1880,1740,140,88,24,,5.06,27.27,2,126.89,,
28-May-2024,EM5863,Flash_Sale_48hr,transactional,,10844,10593,251,3128,423,46,29.53,13.52,63,5144.36,KLAVIYO,All Subscribers
2024/07/21,EM4492,Win_Back_90Day,,New in: Vitamin C Serum,20915,19256,1659,6907,2402,,35.87,34.78,338,19777.14,klaviyo,lapsed_90d
2024-02-11,EM3723,Monthly_Newsletter_Mar,NEWSLETTER,48hrs only: 20% off everything,7336,7065,271,1909,359,62,27.02,18.81,21,765.35,Mailchimp,VIP
2024-05-18,EM8529,Welcome_Series_1,NEWSLETTER,Glow up this summer,24420,22042,2378,4292,1041,295,19.47,24.25,204,7797.53,Dotdigital,VIP
12-28-2024,EM9652,Win_Back_90Day,win_back,You left something behind...,3519,3487,32,951,267,67,27.27,28.08,24,1938.78,klaviyo,New Subscribers
08-May-2024,EM7143,,NEWSLETTER,We miss you - here is 15% off,12356,11079,1277,172,3,207,1.55,1.74,1,65.97,KLAVIYO,Cart Abandoners
11-17-2024,EM9106,Monthly_Newsletter_Feb,newsletter,We miss you - here is 15% off,17741,16151,-1590,3433,223,220,21.26,6.5,14,1013.53,KLAVIYO,lapsed_90d
2024-12-30,EM9462,Flash_Sale_48hr,promotional,Exclusive access just for you,15737,15662,75,5871,1848,46,37.49,31.48,41,1325.16,Klaviyo,VIP
05-13-2024,EM7294,abandoned_cart_1,win_back,Your skin will thank you,22614,20857,1757,3948,32,72,18.93,0.81,3,120.51,Dotdigital,New Subscribers
2024-04-09,EM3637,Monthly_Newsletter_Mar,newsletter,,7878,6989,889,143,33,27,2.05,23.08,5,348.86,,All Subscribers
2024/02/04,EM3887,Abandoned_Cart_2,NEWSLETTER,New in: Vitamin C Serum,6744,6552,192,2022,185,44,30.86,9.15,11,811.1,mailchimp,
2024/05/26,EM6185,Abandoned_Cart_1,Promotional,Exclusive access just for you,12669,11863,806,1988,521,55,16.76,26.21,37,1937.99,klaviyo,All Subscribers
2024-07-05,EM5634,Welcome_Series_2,newsletter,We miss you - here is 15% off,17817,15952,1865,,1176,231,28.55,25.82,131,7293.79,Mailchimp,New Subscribers
07-Mar-2024,EM8086,Monthly_Newsletter_Feb,win_back,Glow up this summer,-15583,14053,1530,4759,1478,143,33.86,31.06,,844.85,mailchimp,
07-18-2024,EM4313,Abandoned_Cart_2,promotional,Exclusive access just for you,7261,7001,,1780,367,27,25.42,20.62,15,818.72,Dotdigital,New Subscribers
,EM1237,Welcome_Series_1,promotional,New in: Vitamin C Serum,2436,2220,216,204,38,16,9.19,18.63,,360.57,klaviyo,All Subscribers
2024-04-13,EM8605,abandoned_cart_1,NEWSLETTER,New in: Vitamin C Serum,21379,19188,2191,3843,135,84,20.03,3.51,13,296.01,,lapsed_90d
21-Aug-2024,EM4002,Abandoned_Cart_1 ,,New in: Vitamin C Serum,20669,19768,901,6704,1658,45,33.91,24.73,-197,12400.91,,lapsed_90d
2024/08/22,EM5635,,,You left something behind...,3205,3015,190,883,161,55,29.29,18.23,27,1117.87,Klaviyo,VIP
28/01/2024,EM7683,Monthly_Newsletter_Jan,Promotional,Your skin will thank you,21429,21299,130,1255,407,40,5.89,32.43,25,507.99,KLAVIYO,New Subscribers
2024-07-12,EM2565,Monthly_Newsletter_Mar,,Your skin will thank you,3528,3113,415,1141,345,2,36.65,30.24,68,5316.93,Mailchimp,Cart Abandoners
07-29-2024,EM9602,VIP_Early_Access,,48hrs only: 20% off everything,10586,10192,394,2743,307,14,26.91,11.19,57,1454.49,Klaviyo,Cart Abandoners
10-09-2024,EM6835,Flash_Sale_48hr,,New in: Vitamin C Serum,24707,23377,1330,162,38,124,0.69,23.46,0,0.0,Mailchimp,All Subscribers
2024/12/12,EM7877,Abandoned_Cart_2,newsletter,,1923,1902,21,301,4,-17,15.83,1.33,-1,69.01,KLAVIYO,
,EM6017,Win_Back_90Day,NEWSLETTER,Glow up this summer,12984,11469,1515,4960,973,46,43.25,19.62,179,,,VIP
09-Feb-2024,EM5509,Abandoned_Cart_1,Promotional,Your skin will thank you,910,892,18,327,90,4,36.66,27.52,2,46.9,klaviyo,lapsed_90d
12/10/2024,EM5192,,transactional,Your skin will thank you,23018,20276,2742,5206,972,105,25.68,18.67,132,6414.17,klaviyo,Lapsed_90d
21/06/2024,EM9046,Welcome_Series_1,promotional,Glow up this summer,22090,21213,877,631,149,262,2.97,23.61,20,695.29,,Lapsed_90d
2024-10-18,EM5873,abandoned_cart_1,,Your skin will thank you,1059,986,73,137,44,0,13.89,32.12,5,236.46,klaviyo,
12-Feb-2024,EM1045,Monthly_Newsletter_Mar,,48hrs only: 20% off everything,5894,5882,12,538,20,,9.15,3.72,0,0.0,,Cart Abandoners
2024-03-17,EM3119,Monthly_Newsletter_Jan,win_back,You left something behind...,11864,10448,1416,88,20,84,0.84,22.73,1,69.28,Dotdigital,All Subscribers
11-Sep-2024,EM5486,Monthly_Newsletter_Jan,win_back,,22592,21051,1541,5398,1264,,25.64,23.42,86,3884.06,klaviyo,Lapsed_90d
31-Jan-2024,EM9408,Abandoned_Cart_1,transactional,Glow up this summer,3130,2768,362,861,231,21,31.11,26.83,38,1247.06,KLAVIYO,Lapsed_90d
19/05/2024,EM9313,Win_Back_90Day,transactional,,15113,13724,1389,524,47,218,3.82,8.97,-9,658.31,,
2024/10/14,EM4278,Flash_Sale_48hr,NEWSLETTER,Glow up this summer,8033,7513,520,1702,130,33,22.65,7.64,22,656.94,Mailchimp,Lapsed_90d
07-12-2024,EM2653,VIP_Early_Access,,New in: Vitamin C Serum,,8430,279,1981,337,60,23.5,17.01,42,3309.42,Klaviyo,New Subscribers
06/03/2024,EM4601,Abandoned_Cart_1,,,19249,18733,516,7583,1870,77,40.48,,249,22034.6,,VIP
21-Oct-2024,EM1435,Welcome_Series_1,win_back,NULL,3552,3152,400,999,209,54,31.69,20.92,33,993.33,klaviyo,New Subscribers
09-10-2024,EM7603,Abandoned_Cart_2,Promotional,Your skin will thank you,21817,,2134,7183,1122,87,36.49,15.62,,10881.93,Mailchimp,lapsed_90d
2024-05-18,EM6050,abandoned_cart_1,promotional,New in: Vitamin C Serum,16299,14614,1685,4781,235,244,32.72,4.92,-14,351.18,Mailchimp,VIP
06/05/2024,EM6366,Monthly_Newsletter_Mar,newsletter,Glow up this summer,21067,21015,,7808,1497,184,37.15,19.17,243,9083.3,Klaviyo,
,EM9931,Welcome_Series_2,newsletter,NULL,15030,13880,1150,4909,381,0,35.37,7.76,65,5230.64,,
14/11/2024,EM4141,,promotional,Your skin will thank you,18418,16925,1493,451,97,145,,21.51,2,79.85,Mailchimp,Cart Abandoners
2024-02-21,EM8506,Abandoned_Cart_1,newsletter,Your skin will thank you,24578,23819,759,6962,2163,465,29.23,31.07,207,13620.4,,lapsed_90d
2024-04-18,EM2317,Welcome_Series_2,NEWSLETTER,Exclusive access just for you,3833,3438,-395,230,30,52,6.69,13.04,0,0.0,Dotdigital,Lapsed_90d
2024-06-08,EM6926,VIP_Early_Access,,,13011,11496,1515,448,62,41,3.9,13.84,1,28.89,Klaviyo,Cart Abandoners
20/03/2024,EM2884,Abandoned_Cart_1,Promotional,Your skin will thank you,3310,,363,537,84,,18.22,15.64,3,192.22,Dotdigital,
2024-03-07,EM4491,Monthly_Newsletter_Mar,NEWSLETTER,NULL,1798,1678,,60,17,13,3.58,28.33,2,68.46,Mailchimp,lapsed_90d
04-28-2024,EM7801,Flash_Sale_48hr,transactional,48hrs only: 20% off everything,8842,8560,282,2745,126,39,32.07$,4.59,1,31.87,mailchimp,lapsed_90d
2024-03-30,EM1837,Abandoned_Cart_2,promotional,New in: Vitamin C Serum,17699,17235,464,5832,1914,254,33.84,32.82,186,10077.23,mailchimp,New Subscribers
10/11/2024,EM3760,Abandoned_Cart_1,win_back,48hrs only: 20% off everything,,598,14,74,0,3,12.37,0.0,0,0.0,,Cart Abandoners
2024/12/07,EM1800,Abandoned_Cart_1 ,,Exclusive access just for you,14508,13976,532,,1518,181,31.53,34.45,182,11898.36,KLAVIYO,VIP
2024-01-19,EM6998,VIP_Early_Access,win_back,,24003,23728,275,4816,1630,340,20.3,33.85,140,8393.59,Dotdigital,
01-24-2024,EM4852,Monthly_Newsletter_Mar,NEWSLETTER,New in: Vitamin C Serum,16156,15763,393,5567,1541,97,35.32,27.68,204,10773.05,,New Subscribers
